num,board,title,writer,upload_date,view,likes
1043385,,《11월 9일 시위 예정》시험 끝나서 나도 서강사랑 익명방 들어왔어!,익명,11/05,1304,68
1043373,,11월 9일 본관)이런식으로 글 쓸때 앞에 시위 날짜 붙이는건 어때?,익명,11/05,1425,81
1044213,11/9 본관,이주연 전 이사님 기사떴다!,익명,11/07,3534,139
1044167,,K-좌 후기,익명,11/07,4064,172
1044166,,뒷담화 레전드,익명,11/07,3795,131
1044135,,요즘 연예인들 악플 좀 공감됨,익명,11/07,1187,37
1044133,,커서보면 느낌이 다른 만화,익명,11/07,4406,210
1044128,,사진재능까지 있는 갓명수,익명,11/07,3718,207
1044121,,서강대 00학번 출신 스님,익명,11/07,4455,88
1044120,,내 성격은 연애하기 최악인듯,익명,11/07,2500,42
1044109,,요즘 찐따남이 대세래 애들아,익명,11/07,5749,95
1044093,,로컬회계법인에서 워크샵 갔다옴,익명,11/07,1070,31
1044091,,한복입고 세계여행,익명,11/07,2328,104
1044067,,(유머) CPA 진짜 쉽다 ㅋㅋ 한학기만에,익명,11/07,4419,131
1044057,,술먹고 연락안되는 여친,익명,11/07,3931,108
1044050,11/9 본관,11/9본관) [꿀팁] 필요없는 사이트 한 번에 탈퇴하기,익명,11/07,4018,188
1044032,,여사친이 프사 바꿨는데,익명,11/07,4613,74
1044019,,동기형이 서강사랑 응원가 작사했다..,익명,11/07,2787,80
1044018,,자주가던 카페에서,익명,11/07,3208,139
1044006,,동문님 하카타 도넛가게있잖아..나 원래,익명,11/07,3833,113
1043951,,조깅중인데 누가 드라마 한편 찍고 있다,익명,11/06,1608,47
1043874,,연예인 결별 레전드,익명,11/06,5516,172
1043863,,무료도넛 받아가세요(하카타 도넛)(서강사랑/11월 9일관련),익명,11/06,3349,267
1043859,,실시간 CNN 개표방송 대참사,익명,11/06,4981,69
1043834,,걸어서 세계속으로 방송사고 레전드,익명,11/06,4098,146
1043821,,홍진영 논문 표절 보니 떠오른 논문 표절 논란 돌파 갑,익명,11/06,946,26
1043806,11/9 본관,(서강학보) 화요일 서강사랑 시위 사진,익명,11/06,1588,77
1044689,,연예인 초상권(?) 침해 dm으로 알려줬어,익명,11/08,3534,68
1044671,,정신나간 에스티로더,익명,11/08,3878,80
1044670,,[사진무료촬영] 필름/디지털 사진 무료로 찍어드립니다!,kastro,11/08,492,31
1044645,,찐따남이 왜 뜨는가 했더니,익명,11/08,3052,71
1044639,,이혼했다 질문받는다,익명,11/08,6401,163
1044597,,엄마가 갱년기라 그런지 한숨만 엄청 쉬는데,익명,11/08,2493,110
1044583,,벤츠 신기능 E-ABC의 한국식 사용법,익명,11/08,3295,156
1044582,,너무 많은거같다고양,고양이빌런,11/08,971,27
1044577,,탈북자가 말하는 북한 대학교의 장점,익명,11/08,3086,113
1044569,,[서강사랑2기] 11월 9일 월요일 시위 최종 공지,익명,11/08,1878,219
1044561,11/9 본관,[꿀팁] 포토샵 없이 무료로 누끼따기 (사진에서 배경 없애기),익명,11/08,686,32
1044553,,남지현 학우님 께서도,익명,11/08,4988,146
1044537,,어제 배우 송재호님 별세하셨다네...,익명,11/08,3497,100
1044536,,추억의 도시락 특징.jpg,익명,11/08,2043,85
1044530,11/9 본관,Dobby is free,익명,11/08,1326,45
1044475,,이번 유퀴즈 엔딩 봣어? 박지선님ㅠㅠ,익명,11/07,3749,143
1044474,,11/9 본관) [서강사랑 카드뉴스] 예수회와 총추위의 짝짜꿍이 궁금해..?,익명,11/07,1111,103
1044473,,훈련중 사고낸 운전병,익명,11/07,2834,151
1044472,,"라디오스타 노빠꾸 시절 (feat. 이봉원, 박미선, 이경실)",익명,11/07,1803,80
1044454,,???: 184년 존버합니다...,익명,11/07,3339,131
1044426,,???: 한국어 “충격”,익명,11/07,3677,95
1044420,,나 무너지는 것 같아..,익명,11/07,3515,132
1044397,[질문],서교공 vs 일본 현지 대기업,익명,11/07,1757,30
1044393,,"발리비스트로, 빅베어브레드 기프티콘 출시합니당..",익명,11/07,2266,67
1044383,,무언가 외로운 2020년이다,익명,11/07,1243,56
1044375,,잔인주의) 나는 시체를 운반했다,익명,11/07,3327,133
1044372,,댕댕이의 위기 감지 능력,익명,11/07,2595,183
1044317,징징글,남들 다 가는 면접 저는 못가고있네요,익명,11/07,2881,84
1044269,,J관 K관 열람실 이제 닫는다고 함,익명,11/07,1921,43
1045163,,서강사랑2기입니다 4층 출입 못하게 막네요,익명,11/09,3107,254
1045151,,(도서관 전화확인완료) j열 k열 정상운영함,익명,11/09,1432,63
1045148,,[서강TV] 서강사랑 2기 시위 단독 생중계,Clgus,11/09,1181,62
1045142,,이럴수가..중고거래 다미들 조심해,익명,11/09,2187,65
1045114,,아니 서강학보 진짜 뭐임;;,익명,11/09,3171,128
1045090,,19) 남친이 어떻게 했냐고 자꾸 그러는데 ㅋㅋㅋㅋㅋㅋㅋㅋ,익명,11/09,3884,38
1045075,,"지방임용할당제, 지방로스쿨할당제, cpa 지방 가산점",익명,11/09,2294,84
1045072,,나 이제 한동안 서담 안들어오기로 했어,익명,11/09,2136,63
1045058,,회피형 애인 하루하루가 지옥같다,익명,11/09,2501,73
1045047,,임용 준비하는데 진짜 너무 힘들다,익명,11/09,2967,245
1045038,11/9 본관,[꿀팁] 즐찾 해두면 학교 생활이 편해지는 사이트들 (+하고싶은 말),익명,11/09,3179,192
1045031,,아까 우연히 들은 말이 너무 인상깊다,익명,11/09,683,28
1045025,,우리 아빠 너무 자상해서 눈물났어,익명,11/09,1482,73
1045017,,다미들아 편안한 밤 되렴,익명,11/08,688,47
1044996,11/9 본관,[서강사랑2기] 청광에서 트라이파시 공연관련 공지드립니다.,익명,11/08,1679,89
1044993,,내일 시위에 참여하자,익명,11/08,1689,173
1044968,,하카타 도넛 최종 공지(오전10시부터/우정원),익명,11/08,903,49
1044960,,장도연의 완벽한 이상형 연기,익명,11/08,2404,119
1044959,,홍탁좌 근황,익명,11/08,1637,78
1044955,,제 자신이 조금 귀여워보여서 올려봅니다,익명,11/08,2431,54
1044946,징징글,첫 면접을 앞두고 스스로가 너무 작게 느껴집니다,익명,11/08,1168,52
1044929,11/9 본관,!!!내일 본관!!! [꿀팁] PPT 템플릿 무료 사이트 모음,익명,11/08,2048,98
1044901,,19학번 신방과 2학년입니다..,익명,11/08,4064,150
1044890,11/9 본관,(서강학보) 팩트체크- 법인 거짓말 또 나옴,익명,11/08,1364,112
1044880,,한 서브웨이 가게의 비밀,익명,11/08,1053,35
1044866,11/9 본관,"심종혁 신부 ""예수회는 선거 개입하는 단체 아니야""",익명,11/08,1141,62
1044864,,껌 삼키고 방귀끼면 안되는 이유 ㄷㄷ,익명,11/08,2732,119
1044859,,옷 어떻게 사냐는 인기글읽어보니까 생각나는 흑역사,익명,11/08,1500,49
1044858,,하카타도넛 중간공지입니다.,익명,11/08,2886,134
1044856,,숫자 강박증 있는 여친,익명,11/08,3075,143
1044845,,3주 전에 취업 했는데 다들 비슷하게 느끼시는 지 여쭙고 싶습니다.,익명,11/08,1377,32
1044832,,회사 3주 다니고 느낀 점...,익명,11/08,3672,132
1044821,,공놀이 할 때 개들의 생각,익명,11/08,2308,106
1044809,,사는 게 너무 지긋지긋하다,익명,11/08,736,37
1044791,,장문) 21살 찐따 여자...옷 입는거 질문받아줄 다미구함..,익명,11/08,4544,157
1044790,,요즘 김선호에 빠진 사람 없니..?,익명,11/08,1366,47
1044764,11/9 본관,11월 9일 트라이파시 온다고? 와우,익명,11/08,3145,139
1044759,,???: 이래도 안쓸거냐고,익명,11/08,1274,40
1044753,,정형돈 공황장애 이유,익명,11/08,3351,145
1045608,,소심다미 처음으로 시위 참여한 후기,익명,11/09,1339,126
1045593,11/9 본관,트라이파시한테 너무 고마워!,익명,11/09,846,76
1045587,,오늘 시위 & 트파(본관 3층 뷰),익명,11/09,1666,67
1045584,,학생들 녹 먹고 살면서 시끄럽다?,익명,11/09,688,35
1045577,,어릴땐 잘 몰랐는데,익명,11/09,2232,115
1045567,,오늘 시위 참여했었는데,익명,11/09,1339,116
1045557,,총장후보자 공고 났음,익명,11/09,2663,91
1045555,,시위 소신 발언 했던 사람으로서,익명,11/09,1356,88
1045545,,7시간동안 시위 참여한 다미 후기,익명,11/09,2237,179
1045538,,장장 9-10시간에 걸친 시위,익명,11/09,2063,205
1045528,,유럽여행에서 만난 서강대생님 잘 지내고 있나요?,익명,11/09,2954,125
1045522,,애인이 이성 친구들한테 너무 잘해줘서 속상합니다.,익명,11/09,1570,32
1045514,,서강대학교 수학과 모교수 유키스 새멤버로 발탁,익명,11/09,2781,66
1045513,,"시끄러-수학과 신창언, 귀틀막-경영 민재형, 임채운/경찰폭행-임지봉",익명,11/09,3336,128
1045480,,시끄러 주인공,익명,11/09,4361,121
1045477,,???: 민주적인 나라에선 상상할 수 없는 일,익명,11/09,2481,101
1045475,11/9 본관,늦게나마 본관 왔다.,익명,11/09,2038,87
1045451,,"㈜비스트글로벌, 본교에 마스크 2만 장 기부",익명,11/09,1688,61
1045447,,문화의 중요성,익명,11/09,2254,78
1045443,,결국 학생들이 직접적으로 영향력 행사할 수 있는 방법은 하나밖에 없는 것 같다,익명,11/09,2913,101
1045430,,한 천주교 평신도가 예수회에게 질문합니다 1,익명,11/09,673,48
1045424,11/9 본관,도와주세요,익명,11/09,3070,188
1045421,11/9 본관,문제 있는 교수들 수강신청 보이콧하면 안되나?? 폐강 좀 되게,익명,11/09,2957,131
1045414,11/9 본관,위기의 서강을 구할 단 하나의 인물...,익명,11/09,1752,80
1045411,,멈추면 비로소 보이는 혜민스님 저택 ㄷㄷㄷ,익명,11/09,2846,73
1045406,,야 시끄러시끄러시끄러워 귀아파 아유 시끄러워,익명,11/09,3389,110
1045394,,샌애긔 시위 거의 풀탐 달리는 중,익명,11/09,2505,157
1045388,,11/9 본관,익명,11/09,834,36
1045385,11/9 본관,✧₊⁎❝᷀ົཽ≀ˍ̮ ❝᷀ົཽ⁎⁺˳✧༚ 당신들...서강의 자랑... @̷̶̷̶̷̶̷̶̷̶̷̶̷̶̷̶̷̶̧̢̧̢̧̢̧̢̧̢̧̢̧̢̧̢̧ _ @̷̶̷̶̷̶̷̶̷̶̷̶̷̶̷̶̷̶̧̢̧̢̧̢̧̢̧̢̧̢̧̢̧̢̧,익명,11/09,1123,40
1045381,,본관에서 트파 보는중,익명,11/09,2350,96
1045375,,성균관대 중학생 견학,익명,11/09,1911,83
1045365,11/9 본관,청광... 너무 허전해요,익명,11/09,3111,127
1045360,,학생들을 얼마나 하찮게 생각하면 시끄러 이러냐 진짜,익명,11/09,1846,86
1045347,11/9 본관,자랑스러운 서강학우들,익명,11/09,1107,48
1045340,,서강TV 생중계 교협 정유성 교수도 댓글 남김,익명,11/09,2331,112
1045338,,모 교수는 아예 귀 막고 지나감ㅋㅋㅋㅋ,익명,11/09,3274,114
1045330,,시위 왜 함? 바뀌는 것도 없는데 ㅋ,익명,11/09,2752,166
1045320,,K-건보료 글은 가짜뉴스입니다.,익명,11/09,1686,73
1045303,,시위 생중계 보는데 눈물나 진짜,익명,11/09,2657,148
1045295,11/9 본관,시위 이대로 가면 일부 학생의 장난으로 여겨지는 것 같아서,익명,11/09,2781,164
1045284,,시위에 참가한 사람입니다 본관에서 구호제창 중입니다.,익명,11/09,2360,201
1045283,11/9 본관,서강TV 시위 생중계 시작!,익명,11/09,1418,97
1045249,,"박문수, 심종혁...이 분들이 당신들 친구입니까...?",익명,11/09,2515,126
1045235,,안 싸우고 헤어지는 커플도 있어?,익명,11/09,1399,25
1045229,,??? : 아니 글쎄 4층에서 시위를 할거라고 하더라고요,익명,11/09,2834,95
1045224,11/9 본관,"(서강학보 단독) 총추위 A 위원, 과거 경찰 폭행에도 징계위원회 위원으로 임명",익명,11/09,2242,119
1045213,,위기의 서강을 구원할 마지막 인물...,익명,11/09,1543,32
1045204,,학생들의 등록금으로 월급받는 ADT,익명,11/09,3040,146
1045202,,[서강TV] 시위 통제 현장 전달해 드립니다.,SpahdmlRna,11/09,832,35
1045186,11/9 본관,4층으로 올라가서 시위하는 것 보다 3층 법인사무실로 가서 시위하는게 더 효과가 있어,익명,11/09,2191,133
1045178,,의정부고 레전드 졸업사진,익명,11/09,2068,66
1045171,11/9 본관,진짜 캡스 불러다가 학생들을 막네,익명,11/09,3208,183
1045167,,현재 본관 상태,익명,11/09,3362,199
1046004,,20대 대학생들이 말하는 돈 때문에 슬퍼서 울어본 경험,익명,11/10,3750,139
1045975,,[사진] 본관에서 시위 진행하는 서강사랑 2기 (서강학보),익명,11/10,1279,80
1045950,,엄마한테 뒤지게 쳐맞는법,익명,11/10,1152,35
1045941,,박명수에게 김치전 사건이 안생긴 이유,익명,11/10,3374,151
1045895,,아까 인기글 갔던 글 어이가 없네ㅋㅋㅋㅋ,익명,11/10,4966,138
1045868,,정체성에 특이점이 온 요즘 피씨방 근황...,익명,11/10,3544,90
1045864,,???: 야 시끄러시끄러시끄러워.gif,익명,11/10,3359,154
1045860,,지적 장애 10대 여자친구를 강제성매매시킨 20대 남자친구,익명,11/10,3922,104
1045859,,밤새 동영상 시청하던걸 걸린 백종원,익명,11/10,3084,125
1045851,,성별 속였다가 팬들에게 욕먹고 있는 대만 BJ,익명,11/10,3534,75
1045828,,꽃도둑,익명,11/10,2059,64
1045822,,완벽한 죽음,익명,11/10,2608,92
1045778,,다이어트하면서 진짜 성격 파탄 났나봐,익명,11/10,2235,41
1045773,,아이유랑 박효신은 진짜 신기함,익명,11/10,4062,80
1045735,,펌) 우리동네 당근마켓 초딩,익명,11/09,3203,190
1045715,,징징글) 나 너무 짜증나,익명,11/09,1405,37
1045699,,집 오는데 이상한 놈 만남;;,익명,11/09,3572,201
1045673,,속보) 화이자 백신 3상 효과 아주 뛰어남 백신 개발완료,익명,11/09,3437,82
1045666,,난 중국 좋아!,익명,11/09,448,25
1045665,,여사친한테 마음 품었다가 손절당했어요.,익명,11/09,1660,25
1045663,,와 나 상 맞았어....,익명,11/09,5328,135
1045626,,점거 밖에 답이 없긴 하네 ㅋㅋ,익명,11/09,2249,138
1045619,,"[서강학보 단독] 심종혁 후보 14표, 이종진 후보 8표로 총장 후보자 추천돼",익명,11/09,2355,84
1045613,,아빠가 암이시래,익명,11/09,2037,92
1046474,11/9 본관,이번 시위 지지하면서도 한편으로는 답답한게,익명,11/11,2333,67
1046472,,새벽을 이용해 풀어보는 전여친썰,익명,11/11,3774,155
1046448,쉐복,"쉐복, 비추 각오) 지금 상태로 가면 바뀌는건 절대 없다",익명,11/11,2030,94
1046433,,16년도 예수회 역대급 망언:학교가 꼭 명문대일 필요가 있을까요?,익명,11/11,2705,184
1046419,,서강대 예수회 궁합보고 왔다,익명,11/10,1724,79
1046417,,내가 무기력증에서 벗어나는 방법.TIP (초장문),익명,11/10,3067,222
1046415,,사실 솔직히 말해서 나는 예수회 지지자인데,익명,11/10,2257,98
1046411,,"무경험, 무스펙 수험생의 취업이야기(주택도시보증공사, 한국가스공사, 예금보험공사 등)",익명,11/10,3142,127
1046409,,뭐만하면 어떻게든 cpa 언급하는 사람들보면,익명,11/10,2086,67
1046403,,근데 여러분은 화가 안나세요?,익명,11/10,3547,393
1046393,,[이냐시오관 IP는 볼 수 없는 게시글입니다],익명,11/10,1164,52
1046386,,"강영수 교수님, 동문회, 그리고 교수님들 그리고 ...  실망입니다.",익명,11/10,1645,93
1046359,,코로나 해피엔딩 시나리오.jpg,익명,11/10,2586,167
1046349,,가족 주식 빚이 2억 7천입니다. 주식을 모르는데 도움 부탁드리겠습니다.,익명,11/10,2247,32
1046347,,근데 예수회 신부들은 ㄹㅇ 돈 벌려고 천주교 믿는 수준 아니냐ㅋㅋㅋ,익명,11/10,687,31
1046286,,아이돌 팬들 항의하는 방법있는데,익명,11/10,1603,62
1046271,,(펌) 한 천주교 평신도가 예수회에게 질문합니다 1,익명,11/10,1477,112
1046246,,사실 시위보다 중요한 게 있는데..,익명,11/10,1211,58
1046230,,좋은 야구 문화 받아들이자,익명,11/10,2975,128
1046222,,우리 사귄지 6년인데....,익명,11/10,2703,76
1046217,11/9 본관,한달을 투자해서 평생이 바뀐다면..,익명,11/10,4108,273
1046191,11/9 본관,'엄청 많이올것처럼 하더니 ㅋㅋ'라는 소린 안했으면 좋겠다,익명,11/10,2175,86
1046171,,약속 깨주길 은근슬쩍 드러내는 거 짜증난다ㅠ,익명,11/10,2725,59
1046156,,솔직해지자 얘들아,익명,11/10,4981,210
1046149,,그럼 청년광장->서강에 바라는 글에 단체로 가서 글 쓰는건 어때?,익명,11/10,1234,60
1046146,,일본이 또 날조 중인 한국 풍습.jpg,익명,11/10,2697,100
1046124,,심종혁 교수님도 알고보면 대단하신분임.,익명,11/10,2301,73
1046120,,강영수 후보 사퇴!,익명,11/10,2016,71
1046106,,바다에 차가 빠지면 ㅈ되는 이유,익명,11/10,653,25
1046074,,시위 개인적인생각,익명,11/10,3607,172
1046059,,[총장선거] 총추위 시위 후 남겨진 우리의 과제,익명,11/10,981,86
1046056,,"김영재 서강대 교수, SK하이닉스 발명 최우수상",익명,11/10,1663,65
1046053,,싸강과제나 강의를 놓치지 않도록 리마인더앱을 만들었어요,아이엔,11/10,1663,73
1046052,,서강톡톡 욕설 박은 분 보니깐,익명,11/10,3830,57
1046911,,서초 그랑자이 근황,익명,11/11,5166,141
1046859,,좋아하는 오빠 차인 인기글 ㅠ,익명,11/11,4489,127
1046830,,고시반 안열어주면 점거도 한번 생각해보실래요?,익명,11/11,1161,25
1046794,,서울에서 부티난다는 거리,익명,11/11,3375,66
1046778,,찜찔방에서 후불계산 했는데 10만원 넘게 나왔다,익명,11/11,4741,218
1046776,,슬슬 오픈 준비하는 클럽,익명,11/11,3183,84
1046774,,알바 남과 재벌녀가 사귀는 드라마,익명,11/11,3968,189
1046772,,서강대cpa고시반 서현전 합격자 인터뷰 유튜브에 올라옴,익명,11/11,1974,38
1046730,,대학 프로젝트 ㄹㅈㄷ.jpg,익명,11/11,2515,50
1046711,,지도교수님이 총추위 중 한 분이신데..,익명,11/11,3388,184
1046700,,스님 신부님 군대썰.jpg,익명,11/11,3027,148
1046678,,저번달에 친한 오빠한테 고백했는데 ㅠㅠ,익명,11/11,5234,194
1046670,,노력하지만 성적은 나쁜 사람,익명,11/11,1403,48
1046642,,야구장에서 썸타는 중,익명,11/11,3472,99
1046599,,새내기 방금 아저씨 소리 들었다,익명,11/11,3102,126
1046590,,크라운 마케팅팀 레전드,익명,11/11,3496,128
1046587,,주식 어플 정리,서강대족제비,11/11,1424,25
1046585,,이라크 서점 주인이 책을 밖에 놔두는 이유,익명,11/11,2383,94
1046566,,ㄹㅇ비대면 기회 아님?,익명,11/11,1747,35
1046560,,호호호 로스쿨 1차 됐구만,익명,11/11,1905,80
1046535,,오늘은 빼빼로 데이입니다,익명,11/11,589,27
1046529,,19) 의학적으로 인증받은 연예인,익명,11/11,3233,82
1046514,,메이플스토리 사기꾼때문에 경찰서 갔다온 후기,익명,11/11,1712,42
1046506,,빼빼로 뿌립니다,익명,11/11,4002,197
1046499,,붕어빵 아저씨의 논리,익명,11/11,3366,144
1046488,슬프다,새벽감성에 힘들어서 글써봄!!,익명,11/11,2561,257
1046483,,고등학교와 대학교 차이,익명,11/11,4577,136
1047313,,채용은 하고싶지만 돈은 주고싶지않아,익명,11/12,3121,100
1047252,,"펌) 두루치기 2인분, 맥주1병 , 소주1병 드신분??",익명,11/12,1344,46
1047241,슬프다,약19?) 밤에 층간소음 해결방법 없을까...,익명,11/12,1561,36
1047238,,선생님들이 너희들은 그자체로 이쁘다고 했던말,익명,11/12,1668,69
1047207,,연봉 9천만원인데 올래?,익명,11/12,2092,34
1047193,,컴공과 출신의 청첩장,익명,11/12,1889,42
1047161,,[서강사랑2기] 11월 9일 시위 후기,익명,11/12,2187,120
1047157,,회사에서 서울아파트 샀다고 했을 때 지역별 반응.txt,익명,11/12,3613,106
1047156,,여대생 ㅅㅅ 파티 레전드,익명,11/12,5112,122
1047148,,면 젓가락으로 돌려서 먹을 때 있잖아,익명,11/12,3634,102
1047138,,헬스에 미친놈 vs 리얼 미친놈,익명,11/12,3729,149
1047133,,(속보) 조금전 총추위 임시회의에서...,익명,11/12,2480,135
1047115,,Tv 재출연 레전드,익명,11/12,1627,47
1047106,,모니카 벨루치 딸 외모,익명,11/12,3286,108
1047103,,솔직히 노력이 부질없다느끼게하는건 지방인재보다 부동산이 더 심각함,익명,11/12,2316,76
1047102,,졸업다미인데 이젠 진짜 부동산이 계급이 된거 같다...,익명,11/12,2554,107
1047075,,페트병에 꼬추낀 남동생 구해준 누나.,익명,11/12,4425,114
1047074,,욕설주의) 해병대 남자의 3일만에 달라진 삶...ㄷㄷㄷㄷ,익명,11/12,2915,73
1047064,,애인이 돈이 없어..,익명,11/12,1740,26
1047052,홍보,[경제학부 학생회] 서강경제 캐릭터 공모전 공개투표,정,11/12,1043,38
1047051,,필기류 유튜버하면 잘 될까,익명,11/12,2758,72
1047037,,컴공 박은빈 학우님,익명,11/12,5553,171
1047027,,내가 좋아하는 오빠가,익명,11/12,1649,32
1047017,,"헐,,, 나 저번달에 알바로 돈 깨나 벌엇어.. 뿌듯..",익명,11/12,2590,79
1046999,,친구 3개월만에 카톡답장와서 한소리,익명,11/11,3197,70
1046995,,약간 호감 있는 오빠가 생긴 것 같은데,익명,11/11,1594,31
1046968,,쓰레기 잠깐 올려뒀는데 누가 대신 버렸어,익명,11/11,4172,120
1046924,,한국인이 보면 열받는 동영상,익명,11/11,1485,37
1047775,,김정일 후계자 된 썰,익명,11/13,3030,130
1047753,,멀쩡한 상권 죽인 조세호,익명,11/13,3650,129
1047751,,면접보러 가는데,익명,11/13,2708,151
1047735,,참치회 먹는건 진짜 맛알못인거 같아 ㅋㅋ,익명,11/13,3150,108
1047721,,"역겨움주의)외국인이 말하는, 일본의 본 모습",익명,11/13,2483,103
1047716,,최성욱 과장님 노조 사무국장 되셨네.,익명,11/13,3873,169
1047705,후기,직접 경험한 서강대의 대외 이미지,익명,11/13,4876,455
1047686,뻘글,(젊은꼰대) (서강부흥회) 싫어하면 읽지 마라,익명,11/13,911,52
1047678,,주식 수익금으로 여친이랑 호캉스갔다온 후기~,익명,11/13,3694,189
1047664,,밤마다 후회하느라 잠을못자,익명,11/13,1167,36
1047646,,다미들아 당분간 KF 마스크 꼭 끼자,익명,11/13,3166,81
1047622,,(스압주의)나이 먹으면 머리가 안 돌아간다는 말은 핑계,익명,11/12,4041,188
1047587,,K-모노폴리,익명,11/12,3017,129
1047541,,무슬림 친구 타락시킨적있음.,익명,11/12,4062,186
1047533,,오늘 상장한 교촌 주식이 계륵인 이유,익명,11/12,3454,110
1047514,,스티커 공구하고 싶은데 물어보고 싶은 게 있어,익명,11/12,2126,114
1047489,,(시위제안)11월 28일 개교 60주년 기념행사(곤컨),익명,11/12,2425,148
1047478,,???: 좋다 말았네 ㅠㅠ,익명,11/12,4515,118
1047476,,서강대오길 잘한 것 같다,익명,11/12,1497,58
1047459,,20대 극후반... 29+11/12세 백수탈출(쌩신입),익명,11/12,3905,196
1047441,,오늘 4개 떨어졌어요,익명,11/12,2864,76
1047436,,서울부동산 공급이 힘든 이유(업계관계자로서의 생각),익명,11/12,2427,90
1047418,,32살 신입사원이다 이렇게 인생 늦을지 몰랐네.,익명,11/12,3982,160
1047417,,한국 이슬람 중앙회의 도축방식,익명,11/12,2463,86
1047398,,(한국대학신문) 서강대 총장 선출 내홍 심화…“과도한 예수회 개입 규탄”,익명,11/12,1483,100
1047382,,아까 길에서 어떤 아줌마 지나가는데,익명,11/12,1307,34
1047376,,마라롱샤 사실 한국 음식인 거 알고 있었음?,익명,11/12,3311,70
1047344,,"정치색 쪽 뺀, 서울 부동산 이야기",익명,11/12,4203,225
1047333,,이제 확진자가 많아져도 아무렇지도 않다..,익명,11/12,2073,66
1048190,,(라스) 문세윤 일반인 시절 김숙 만난 썰,익명,11/13,2037,102
1048184,,김현중 근황,익명,11/13,1739,41
1048175,,고영욱 인스타 차단,익명,11/13,4366,177
1048172,,류준열 사진전 논란.jpg,익명,11/13,3702,129
1048112,,X발 이라고 욕했는데 생중계로 나감ㄷㄷ,익명,11/13,4822,163
1048110,,계절 비대면 여부 기말시험 기간때 확정은 너무 늦는 거 아냐?,익명,11/13,994,36
1048109,,'금수저'들의 삶을 처음으로 알게 된 '흙수저'들.jpg,익명,11/13,4171,161
1048104,,배민 CEO가 고졸 지방대 졸업자에게 전하는 말,익명,11/13,3715,184
1048093,,시험 잘 본 서경석,익명,11/13,2527,99
1048070,,국제결혼 레전드 집안,익명,11/13,2715,98
1048061,,세계관 최강자들의 싸움,익명,11/13,1936,73
1048053,,취업 실패자들만 모아서 율도국 만들고싶다.,익명,11/13,3368,191
1048003,,정말 구체적으로 부러운 단어,익명,11/13,3413,88
1047969,,모양 스마트톡 그립톡 샘플 뽑은거 자랑하러 왔어,익명,11/13,2889,104
1047954,,팀플 조원분때문에 너무너무 지쳐요...,익명,11/13,1925,42
1047944,,번아웃 오고 우울한 다미들 있니?,익명,11/13,2933,136
1047928,,군시절 알게된 트와이스 뮤비tmi,익명,11/13,3316,93
1047866,,Covid-19 종식 이후 최악의 시나리오,익명,11/13,4642,161
1047863,,알밥트로스,익명,11/13,2829,151
1047862,,논란의 소개팅,익명,11/13,4366,100
1047845,,반려동물도 점점 주인을 닮아간다,익명,11/13,1853,95
1047813,,또오해영 누가 재밌대;,익명,11/13,3353,92
1047796,,확진자 몇명 나오든 이제 자기 할 일 하면서 살면 됨,익명,11/13,3196,111
1048677,,놀토pd-혜리 막방,12456,11/14,3825,153
1048674,,난 혜민스님이든 누구든 젊은이들에게 무책임하게 얘기하는 어른들을 싫어한다.,익명,11/14,4851,242
1048673,,국방부 차관님 서강대 출신이시네,익명,11/14,3424,99
1048664,,서강대숲 레전드 #10000번째날갯짓,익명,11/14,4152,219
1048622,,전혀 예상할수없는 사슴 게임 플레이.gif,익명,11/14,2992,113
1048620,,여친이 자꾸 엉덩이를 깨물어 ㅠ,익명,11/14,4207,107
1048616,,방송에 나온 남친 사망선고,익명,11/14,4376,93
1048603,,세탁기가 신기한 새끼냥이.gif,익명,11/14,2259,106
1048591,,솔직히 계절 비대면 되었으면 좋겠따,익명,11/14,512,25
1048590,,이러니 내가 도서관에서 길을 잃었지,익명,11/14,2796,75
1048580,,손님 편지 왔습니다 받으새요.gif,익명,11/14,1093,43
1048579,,식당에서 남자손님을 좋아하는 이유 jpg.,익명,11/14,3377,109
1048574,,지방애들이 서울올라가서 강의듣는다는거,익명,11/14,3220,115
1048569,,간지나게 입고 조랑말 타고 동네 마실,익명,11/14,1175,40
1048562,,방금 헤어졌어,익명,11/14,2237,59
1048545,,밤 껍질을 깔끔하게 제거하는 좋은 방법,익명,11/14,1493,63
1048544,,[맛집] 남문 볶음밥 1타 “원더풀”,익명,11/14,3407,91
1048516,,딸래미가 안마해주는 만화,익명,11/14,1439,50
1048515,,남자친구가 나한테 올인 안해서 좋다는데,익명,11/14,4104,150
1048507,,편의점 뚱냥이,익명,11/14,661,48
1048499,,지방 학생을 위해서 비대면 여부 결정을 빨리해주는 게 문제야?,익명,11/14,4081,220
1048456,,경북대 가군 복기,익명,11/14,477,29
1048444,,장성규 에뛰드 사진 떴다!!,익명,11/14,3937,140
1048414,,부모님빚,익명,11/14,554,30
1048397,,여기에 서강대가 빠진거에 발끈했다,익명,11/14,4912,94
1048391,,석사와 박사 취득자 차이. Jpg,익명,11/14,1778,39
1048390,,진짜 혜민스 뭘까...,익명,11/14,1979,33
1048371,,국제결혼 레전드2,익명,11/14,3822,133
1048360,,90년대생 급식 시절 공감_확장팩,익명,11/14,3912,155
1048358,,손님에게 반말 레전드,익명,11/14,3449,151
